Transaction_ID,Date,Customer_ID,Product_SKU,Product_Name,Category,Region,Channel,Payment_Method,Quantity,Unit_Price,Discount_Rate,Revenue
TXN-00961,2024-11-21,CUST-2935,SKU-005,Backpack,Accessories,North,In-Store,Bank Transfer,3,1099.0,0.15,2802.45
TXN-00421,2024-10-01,CUST-3202,SKU-007,Smart Watch,Electronics,Online,Mobile App,Debit Card,1,4499.0,0.15,3824.13
TXN-00382,2024-12-10,CUST-3891,SKU-008,Protein Powder,Health,East,Website,PayPal,5,599.0,0.0,2995.0
TXN-00695,2024-11-01,CUST-2870,SKU-009,Water Bottle,Sports,Online,Marketplace,Debit Card,2,349.0,0.1,628.2
TXN-00540,2024-02-21,CUST-3713,SKU-005,Backpack,Accessories,Online,In-Store,PayPal,4,1099.0,0.15,3736.6
TXN-00450,2024-03-12,CUST-1497,SKU-002,Running Shoes,Footwear,North,Website,PayPal,4,1799.0,0.0,7196.0
TXN-00623,2024-07-03,CUST-2589,SKU-004,Coffee Maker,Kitchen,West,Marketplace,Credit Card,5,2999.0,0.2,11996.0
TXN-00210,2024-03-11,CUST-1634,SKU-008,Protein Powder,Health,North,In-Store,Credit Card,2,599.0,0.0,1198.0
TXN-00555,2024-10-16,CUST-1917,SKU-009,Water Bottle,Sports,East,Website,Bank Transfer,5,349.0,0.15,1483.25
TXN-00568,12-10-2024,CUST-3411,SKU-007,Smart Watch,Electronics,North,Marketplace,Bank Transfer,1,4499.0,0.15,3824.13
TXN-00482,2024-10-10,CUST-3957,SKU-004,Coffee Maker,Kitchen,Online,In-Store,Debit Card,4,2999.0,0.15,10196.66
TXN-00433,2024-06-12,CUST-2111,SKU-004,Coffee Maker,Kitchen,North,In-Store,Credit Card,4,2999.0,0.15,101966.6
TXN-00627,2024-01-04,CUST-3055,SKU-008,Protein Powder,Health,South,Marketplace,PayPal,4,599.0,0.1,2156.34
TXN-00061,2024-07-28,CUST-2336,SKU-009,Water Bottle,Sports,West,In-Store,PayPal,3,349.0,0.15,889.95
TXN-00622,2024-02-02,CUST-2082,SKU-004,Coffee Maker,Kitchen,East,Mobile App,Credit Card,4,2999.0,0.0,11996.0
TXN-00756,2024-03-16,CUST-4558,SKU-001,Wireless Earbuds,Electronics,East,Website,Debit Card,2,1299.0,0.1,2338.17
TXN-00093,2024-08-25,CUST-3334,SKU-008,Protein Powder,Health,Online,Marketplace,Debit Card,2,599.0,0.2,958.34
TXN-00902,2024-06-03,CUST-2424,SKU-010,Laptop Stand,Electronics,West,Website,PayPal,1,749.0,0.15,636.63
TXN-00463,2024-12-24,CUST-2440,SKU-010,Laptop Stand,Electronics,Online,Mobile App,PayPal,1,749.0,,636.63
TXN-00667,2024-05-07,CUST-4425,SKU-004,Coffee Maker,Kitchen,Online,In-Store,PayPal,2,2999.0,0.2,4798.34
TXN-00977,2024-08-28,CUST-1487,SKU-009,Water Bottle,Sports,East,Website,Credit Card,5,349.0,0.0,1745.0
TXN-00478,2024-01-18,CUST-2207,SKU-003,Yoga Mat,Sports,North,In-Store,Debit Card,4,649.0,0.0,2596.0
TXN-00333,2024-03-27,CUST-4001,SKU-008,Protein Powder,Health,East,Mobile App,PayPal,4,599.0,0.05,2276.17
TXN-00939,2024-06-05,CUST-1703,SKU-005,Backpack,Accessories,East,Mobile App,Bank Transfer,5,1099.0,0.0,5495.0
TXN-00701,2024-02-10,CUST-2729,SKU-007,Smart Watch,Electronics,South,In-Store,Debit Card,2,4499.0,0.0,8998.0
TXN-00465,2024-01-11,CUST-3156,SKU-004,Coffee Maker,Kitchen,West,Website,Debit Card,5,2999.0,0.0,14995.0
TXN-00356,2024/05/17,CUST-2233,SKU-007,Smart Watch,Electronics,East,Marketplace,PayPal,2,4499.0,0.0,8998.0
TXN-00363,2024-07-20,CUST-2495,SKU-007,Smart Watch,Electronics,North,Mobile App,PayPal,3,4499.0,0.2,10797.66
TXN-00313,2024-06-26,CUST-1635,SKU-004,Coffee Maker,Kitchen,East,Mobile App,Credit Card,2,2999.0,0.05,5698.09
TXN-00319,2024-01-25,CUST-4982,SKU-007,Smart Watch,Electronics,East,Marketplace,Debit Card,5,4499.0,0.05,21370.21
TXN-00702,2024-04-06,CUST-4495,SKU-009,Water Bottle,Sports,North,Mobile App,PayPal,3,349.0,0.05,71.25
TXN-00381,2024-07-19,CUST-3404,SKU-010,Laptop Stand,Electronics,North,In-Store,Debit Card,4,749.0,0.1,2696.34
TXN-00183,12-Nov-2024,CUST-1203,SKU-003,Yoga Mat,Sports,North,In-Store,Bank Transfer,2,649.0,0.2,1038.4
TXN-00717,2024-10-01,CUST-4241,SKU-006,Sunglasses,Accessories,North,Mobile App,Bank Transfer,2,799.0,0.15,1358.3
TXN-00111,2024-12-27,CUST-2158,SKU-001,Wireless Earbuds,Electronics,West,Website,PayPal,2,1299.0,0.0,2598.0
TXN-00531,2024-09-30,CUST-1816,SKU-007,Smart Watch,Electronics,East,Website,Debit Card,1,4499.0,0.0,4499.0
TXN-00378,2024-10-30,CUST-2759,SKU-010,Laptop Stand,Electronics,West,Website,PayPal,2,749.0,0.05,1423.09
TXN-00714,2024-03-02,CUST-2621,SKU-003,Yoga Mat,Sports,South,Website,Credit Card,3,649.0,0.1,1752.3
TXN-00873,2024-03-02,CUST-1353,SKU-010,Laptop Stand,Electronics,Online,Mobile App,Bank Transfer,1,749.0,15.0,636.63
TXN-00940,2024-01-25,CUST-1607,SKU-006,Sunglasses,Accessories,East,In-Store,Bank Transfer,3,799.0,0.2,1917.6
TXN-00732,2024-04-28,,SKU-009,Water Bottle,Sports,West,Mobile App,PayPal,1,349.0,0.0,349.0
TXN-00293,2024-02-27,CUST-2354,SKU-005,Backpack,Accessories,South,Marketplace,Debit Card,2,1099.0,0.2,1758.4
TXN-00437,2024-09-09,CUST-4164,SKU-008,Protein Powder,Health,South,Mobile App,,3,599.0,0.1,1617.26
TXN-00836,2024-12-21,CUST-1967,SKU-010,Laptop Stand,Electronics,South,Website,Bank Transfer,3,749.0,0.1,2022.26
TXN-00308,2024-01-31,CUST-4828,SKU-006,Sunglasses,Accessories,north,Marketplace,Credit Card,1,799.0,0.1,719.1
TXN-00290,2024-03-31,CUST-4825,SKU-003,Yoga Mat,Sports,North,Marketplace,Bank Transfer,4,649.0,0.2,2076.8
TXN-00969,2024-10-23,CUST-2440,SKU-006,Sunglasses,Accessories,South,Website,PayPal,1,799.0,0.1,719.1
TXN-00216,2024-05-08,CUST-1213,SKU-004,Coffee Maker,Kitchen,West,In-Store,Credit Card,5,2999.0,0.0,14995.0
TXN-00631,2024-03-06,CUST-3349,SKU-001,Wireless Earbuds,Electronics,Online,Mobile App,PayPal,2,1299.0,0.0,2598.0
TXN-00281,2024-05-06,CUST-2142,SKU-010,Laptop Stand,Electronics,Online,In-Store,PayPal,4,749.0,0.0,2996.0
TXN-00674,2024-05-01,CUST-2103,SKU-003,Yoga Mat,Sports,West,In-Store,Debit Card,5,649.0,0.0,225.0
TXN-00451,2024-07-24,CUST-2524,SKU-003,Yoga Mat,Sports,North,In-Store,Credit Card,2,649.0,0.2,1038.4
TXN-00299,09-14-2024,CUST-4781,SKU-003,Yoga Mat,Sports,East,Website,Debit Card,4,649.0,0.15,2206.6
TXN-00786,2024-12-20,CUST-3656,SKU-002,Running Shoes,Footwear,South,Website,Credit Card,3,1799.0,0.0,5397.0
TXN-00138,2024-01-24,CUST-2328,SKU-003,Yoga Mat,Sports,North,In-Store,Debit Card,3,649.0,,1947.0
TXN-00306,2024/08/24,CUST-3755,SKU-010,Laptop Stand,Electronics,East,Website,Bank Transfer,1,749.0,0.1,674.09
TXN-00808,2024-06-22,CUST-4777,SKU-004,Coffee Maker,Kitchen,West,Marketplace,Credit Card,3,2999.0,0.2,-7197.66
TXN-00295,2024-08-06,CUST-3110,SKU-010,Laptop Stand,Electronics,East,Website,Bank Transfer,4,749.0,0.2,2396.83
TXN-00600,2024-11-24,CUST-3950,SKU-002,Running Shoes,Footwear,Online,Website,Credit Card,5,1799.0,0.0,8995.0
TXN-00582,2024-01-07,CUST-4046,SKU-006,Sunglasses,Accessories,East,Mobile App,Bank Transfer,5,799.0,0.0,275.0
TXN-00030,2024-07-25,CUST-3982,SKU-001,Wireless Earbuds,Electronics,East,Website,PayPal,1,1299.0,0.0,1299.0
TXN-00166,2024-10-30,CUST-1446,SKU-008,Protein Powder,Health,West,Mobile App,Credit Card,3,599.0,0.1,1617.26
TXN-00249,2024-09-02,CUST-3153,SKU-002,Running Shoes,Footwear,West,Marketplace,Credit Card,3,1799.0,0.05,5127.15
TXN-00311,2024-07-20,CUST-3166,SKU-002,Running Shoes,Footwear,South,Mobile App,Credit Card,2,1799.0,0.1,3238.2
TXN-00686,2024-07-26,CUST-4477,SKU-007,Smart Watch,Electronics,North,Website,PayPal,5,4499.0,0.1,20245.57
TXN-00844,2024-08-09,,SKU-005,Backpack,Accessories,Online,Marketplace,Debit Card,1,1099.0,0.0,1099.0
TXN-00343,2024-06-18,CUST-3317,SKU-008,Protein Powder,Health,North,Website,PayPal,4,599.0,0.15,2036.66
TXN-00606,2024-11-26,CUST-4487,SKU-006,Sunglasses,Accessories,Online,Mobile App,PayPal,2,799.0,0.05,1518.1
TXN-00527,2024-08-22,CUST-1586,SKU-006,Sunglasses,Accessories,East,Mobile App,Credit Card,4,799.0,0.1,2876.4
TXN-00066,2024-04-11,CUST-1603,SKU-005,Backpack,Accessories,North,Website,PayPal,2,1099.0,0.2,1758.4
TXN-00632,2024-03-16,CUST-1229,SKU-009,Water Bottle,Sports,South,In-Store,PayPal,1,349.0,0.1,314.1
TXN-00892,04-May-2024,CUST-3872,SKU-008,Protein Powder,Health,Sth,Website,PayPal,5,599.0,0.0,2995.0
TXN-00255,2024-10-15,CUST-1168,SKU-010,Laptop Stand,Electronics,North,Website,Credit Card,5,749.0,0.0,3745.0
TXN-00719,2024-03-09,CUST-2026,SKU-001,Wireless Earbuds,Electronics,North,Marketplace,Bank Transfer,4,1299.0,0.0,5196.0
TXN-00771,2024-03-01,CUST-1754,SKU-002,Running Shoes,Footwear,East,Mobile App,Credit Card,5,1799.0,0.1,8095.5
TXN-00222,2024-01-10,CUST-2048,SKU-010,Laptop Stand,Electronics,South,Mobile App,Bank Transfer,1,749.0,0.0,749.0
TXN-00236,2024-12-04,CUST-2210,SKU-002,Running Shoes,Footwear,East,Marketplace,Bank Transfer,1,1799.0,0.0,1799.0
TXN-00430,2024-02-22,CUST-4662,SKU-003,Yoga Mat,Sports,Online,Website,,3,649.0,0.2,1557.6
TXN-00544,2024-01-07,CUST-3751,SKU-006,Sunglasses,Accessories,North,Website,Bank Transfer,2,799.0,,1598.0
TXN-00441,2024-07-09,CUST-2877,SKU-009,Water Bottle,Sports,North,Website,PayPal,4,349.0,0.15,1186.6
TXN-00589,2024-07-25,CUST-1376,SKU-007,Smart Watch,Electronics,East,Mobile App,PayPal,5,4499.0,,20245.57
TXN-00973,2024-08-14,CUST-4644,SKU-005,Backpack,Accessories,Online,In-Store,PayPal,3,1099.0,0.0,3297.0
TXN-00250,2024-02-07,CUST-2843,SKU-003,Yoga Mat,Sports,West,In-Store,PayPal,3,649.0,0.15,-1654.95
TXN-00579,2024-10-04,CUST-1132,SKU-005,Backpack,Accessories,East,Marketplace,Credit Card,2,1099.0,0.2,1758.4
TXN-00410,2024-03-11,CUST-2567,SKU-006,Sunglasses,Accessories,South,Mobile App,,3,799.0,0.0,2397.0
TXN-00072,2024-11-22,CUST-2135,SKU-005,Backpack,Accessories,Online,Marketplace,PayPal,2,1099.0,0.2,1758.4
TXN-00095,2024-11-01,CUST-3872,SKU-005,Backpack,Accessories,East,Website,PayPal,3,1099.0,0.0,3297.0
TXN-00034,2024-03-25,CUST-2552,SKU-004,Coffee Maker,Kitchen,North,Marketplace,Debit Card,4,2999.0,0.0,11996.0
TXN-00645,2024-05-13,CUST-4501,SKU-007,Smart Watch,Electronics,Online,Marketplace,Debit Card,5,4499.0,0.0,22495.0
TXN-00260,2024-03-07,CUST-4115,SKU-006,Sunglasses,Accessories,East,Website,Debit Card,3,799.0,0.05,2277.15
TXN-00205,2024-10-12,CUST-3778,SKU-002,Running Shoes,Footwear,,In-Store,Debit Card,3,1799.0,0.0,5397.0
TXN-00799,2024-12-21,CUST-4520,SKU-008,Protein Powder,Health,Est,In-Store,Bank Transfer,2,599.0,0.0,1198.0
TXN-00621,2024-03-15,CUST-4014,SKU-010,Laptop Stand,Electronics,West,In-Store,Credit Card,5,749.0,0.15,3183.29
TXN-00366,2024-07-12,CUST-1302,SKU-003,Yoga Mat,Sports,West,Marketplace,Bank Transfer,4,649.0,0.2,2076.8
TXN-00078,2024-09-05,CUST-1118,SKU-004,Coffee Maker,Kitchen,West,In-Store,Bank Transfer,3,2999.0,0.05,8547.13
TXN-00085,2024-07-07,CUST-1687,SKU-008,Protein Powder,Health,Online,Website,PayPal,3,599.0,0.2,1437.66
TXN-00995,2024-02-04,CUST-3040,SKU-002,Running Shoes,Footwear,N.,Mobile App,Bank Transfer,1,1799.0,0.2,1439.2
TXN-00083,2024-11-29,CUST-1164,SKU-004,Coffee Maker,Kitchen,North,Mobile App,PayPal,1,2999.0,20.0,2399.17
TXN-00526,2024-01-28,CUST-4566,SKU-009,Water Bottle,Sports,S.,Mobile App,PayPal,3,349.0,0.05,994.65
TXN-00440,2024-12-30,CUST-2146,SKU-008,Protein Powder,Health,North,Website,PayPal,1,599.0,0.0,599.0
TXN-00568,2024-12-10,CUST-3411,SKU-007,Smart Watch,Electronics,North,Marketplace,Bank Transfer,1,4499.0,0.15,3824.13
TXN-00561,2024-10-12,CUST-3249,SKU-007,Smart Watch,Electronics,North,Website,Debit Card,4,4499.0,0.0,17996.0
TXN-00543,2024-01-21,CUST-3245,SKU-007,Smart Watch,Electronics,West,Mobile App,Bank Transfer,3,4499.0,0.0,13497.0
TXN-00888,2024-07-18,CUST-1258,SKU-010,Laptop Stand,Electronics,Online,In-Store,Bank Transfer,2,749.0,0.05,1423.09
TXN-00332,2024-05-05,CUST-3045,SKU-004,Coffee Maker,Kitchen,Online,In-Store,Debit Card,4,2999.0,0.1,10796.34
TXN-00006,2024-05-15,CUST-4305,SKU-006,Sunglasses,Accessories,North,Marketplace,Credit Card,3,799.0,0.1,2157.3
TXN-00480,2024-10-31,CUST-3513,SKU-009,Water Bottle,Sports,West,Website,Bank Transfer,1,349.0,0.0,349.0
TXN-00105,2024-09-01,CUST-1467,SKU-001,Wireless Earbuds,Electronics,North,Marketplace,Bank Transfer,3,1299.0,0.2,3117.66
TXN-00098,2024-10-24,CUST-2511,SKU-004,Coffee Maker,Kitchen,West,In-Store,Bank Transfer,3,2999.0,,7647.38
TXN-00833,2024-11-28,CUST-1290,SKU-002,Running Shoes,Footwear,East,Marketplace,Bank Transfer,3,1799.0,0.1,4857.3
TXN-00788,2024-01-23,CUST-4146,SKU-007,Smart Watch,Electronics,South,In-Store,PayPal,5,4499.0,0.05,21370.21
TXN-00425,2024-06-07,CUST-3728,SKU-010,Laptop Stand,Electronics,South,Website,Credit Card,5,749.0,0.0,3745.0
TXN-00935,2024-01-12,CUST-2200,SKU-004,Coffee Maker,Kitchen,West,Mobile App,Bank Transfer,5,2999.0,0.15,12745.79
TXN-00282,2024-04-16,CUST-3827,SKU-005,Backpack,Accessories,West,In-Store,Bank Transfer,3,1099.0,0.15,2802.45
TXN-00267,24/07/2024,CUST-1209,SKU-007,Smart Watch,Electronics,Online,Mobile App,Debit Card,3,4499.0,0.0,13497.0
TXN-00535,2024-07-02,CUST-4072,SKU-003,Yoga Mat,Sports,South,Mobile App,Bank Transfer,3,649.0,0.05,1849.65
TXN-00454,2024-12-15,CUST-2747,SKU-008,Protein Powder,Health,South,In-Store,PayPal,1,599.0,0.05,569.04
TXN-00360,2024-08-08,CUST-4340,SKU-006,Sunglasses,Accessories,Online,Mobile App,Debit Card,4,799.0,0.0,3196.0
TXN-00491,2024-12-17,CUST-4550,SKU-009,Water Bottle,Sports,West,Mobile App,Bank Transfer,4,349.0,0.1,1256.4
TXN-00992,2024-10-24,CUST-3431,SKU-007,Smart Watch,Electronics,East,Marketplace,Debit Card,4,4499.0,0.0,17996.0
TXN-00817,2024-09-25,CUST-2271,SKU-006,Sunglasses,Accessories,East,Mobile App,Credit Card,4,799.0,0.15,2716.6
TXN-00119,2024-06-13,CUST-3744,SKU-006,Sunglasses,Accessories,North,Mobile App,Debit Card,4,799.0,0.0,3196.0
TXN-00635,2024-10-25,CUST-4360,SKU-007,Smart Watch,Electronics,South,In-Store,PayPal,5,4499.0,0.0,22495.0
TXN-00251,2024-03-07,CUST-2772,SKU-009,Water Bottle,Sports,On-Line,Website,Credit Card,5,349.0,0.0,1745.0
TXN-00406,2024-07-21,CUST-3562,SKU-006,Sunglasses,Accessories,East,Mobile App,Bank Transfer,2,799.0,0.0,1598.0
TXN-00718,2024-11-26,CUST-4099,SKU-004,Coffee Maker,Kitchen,East,Marketplace,PayPal,3,2999.0,0.1,8097.26
TXN-00705,2024-03-05,CUST-3929,SKU-002,Running Shoes,Footwear,West,Website,PayPal,3,1799.0,0.0,5397.0
TXN-00010,2024-05-16,CUST-3874,SKU-006,Sunglasses,Accessories,North,Mobile App,PayPal,2,799.0,0.15,1358.3
TXN-00860,2024-10-29,CUST-4026,SKU-002,Running Shoes,Footwear,South,Marketplace,Debit Card,5,1799.0,0.0,8995.0
TXN-00197,2024-02-04,CUST-2920,SKU-006,Sunglasses,Accessories,West,In-Store,Debit Card,2,799.0,5.0,1518.1
TXN-00653,2024-04-13,CUST-4483,SKU-008,Protein Powder,Health,On-Line,In-Store,PayPal,4,599.0,0.0,2396.0
TXN-00082,2024-01-10,CUST-4068,SKU-005,Backpack,Accessories,Online,Website,Debit Card,1,1099.0,0.05,1044.05
TXN-00448,2024-12-30,CUST-2016,SKU-006,Sunglasses,Accessories,East,Marketplace,Credit Card,2,799.0,0.0,1598.0
TXN-00534,2024/05/28,CUST-2867,SKU-002,Running Shoes,Footwear,Online,In-Store,Bank Transfer,1,1799.0,0.0,1799.0
TXN-00669,2024-06-10,CUST-3016,SKU-008,Protein Powder,Health,Online,In-Store,Bank Transfer,3,599.0,0.1,1617.26
TXN-00240,2024-10-17,CUST-1132,SKU-006,Sunglasses,Accessories,Online,Mobile App,Bank Transfer,3,799.0,0.05,2277.15
TXN-00412,2024-11-11,CUST-3812,SKU-004,Coffee Maker,Kitchen,West,Mobile App,Credit Card,2,2999.0,0.05,5698.09
TXN-00212,2024-12-20,CUST-4158,SKU-003,Yoga Mat,Sports,Online,Mobile App,Bank Transfer,2,649.0,0.0,1298.0
TXN-00774,2024-12-17,CUST-1106,SKU-010,Laptop Stand,Electronics,,Website,Bank Transfer,2,749.0,0.0,1498.0
TXN-00546,25/08/2024,CUST-1205,SKU-008,Protein Powder,Health,North,Mobile App,Credit Card,3,599.0,0.0,1797.0
TXN-00520,2024-01-19,CUST-3388,SKU-007,Smart Watch,Electronics,Online,Mobile App,Debit Card,4,4499.0,0.05,17096.17
TXN-00228,2024-12-02,CUST-3573,SKU-002,Running Shoes,Footwear,North,In-Store,PayPal,3,1799.0,0.0,5397.0
TXN-00923,2024-12-26,CUST-2660,SKU-008,Protein Powder,Health,South,In-Store,Bank Transfer,2,599.0,0.2,958.34
TXN-00405,2024-05-20,CUST-1382,SKU-005,Backpack,Accessories,East,In-Store,Credit Card,2,1099.0,0.2,1758.4
TXN-00890,2024-11-30,CUST-3733,SKU-007,Smart Watch,Electronics,Online,Marketplace,PayPal,1,4499.0,0.0,4499.0
TXN-00178,2024-08-07,CUST-4461,SKU-005,Backpack,Accessories,Online,Website,Debit Card,5,1099.0,0.0,5495.0
TXN-00783,2024-05-30,CUST-3511,SKU-008,Protein Powder,Health,North,Mobile App,Bank Transfer,2,599.0,0.05,1138.09
TXN-00466,2024-03-07,CUST-2395,SKU-010,Laptop Stand,Electronics,South,In-Store,Credit Card,2,749.0,0.2,1198.34
TXN-00431,2024-01-07,CUST-2001,SKU-009,Water Bottle,Sports,North,Marketplace,Debit Card,1,349.0,0.0,349.0
TXN-00533,07-15-2024,CUST-3061,SKU-005,Backpack,Accessories,Online,In-Store,PayPal,2,1099.0,0.0,150.0
TXN-00696,2024-04-26,CUST-4296,SKU-006,Sunglasses,Accessories,North,Marketplace,Debit Card,4,R799.0,,2876.4
TXN-00479,2024-03-28,CUST-4636,SKU-002,Running Shoes,Footwear,West,Mobile App,Credit Card,1,1799.0,0.0,1799.0
TXN-00689,2024-01-12,CUST-1512,SKU-003,Yoga Mat,Sports,,In-Store,Credit Card,2,649.0,0.2,1038.4
TXN-00008,2024-04-26,CUST-4166,SKU-002,Running Shoes,Footwear,East,Website,PayPal,1,1799.0,0.15,1529.15
TXN-00156,2024-12-22,CUST-4874,SKU-008,Protein Powder,Health,Online,Marketplace,PayPal,3,599.0,0.15,1527.38
TXN-00358,2024-11-16,CUST-3030,SKU-006,Sunglasses,Accessories,Online,Mobile App,Bank Transfer,3,799.0,0.0,2397.0
TXN-00585,2024-05-22,CUST-3279,SKU-007,Smart Watch,Electronics,East,Mobile App,PayPal,1,4499.0,0.05,4274.04
TXN-00224,2024-02-26,CUST-4427,SKU-010,Laptop Stand,Electronics,West,Website,PayPal,4,749.0,0.0,2996.0
TXN-00330,2024-04-23,CUST-4036,SKU-007,Smart Watch,Electronics,South,Website,Debit Card,1,4499.0,0.1,4049.09
TXN-00634,2024-08-29,CUST-4552,SKU-004,Coffee Maker,Kitchen,West,Mobile App,PayPal,4,2999.0,0.1,10796.34
TXN-00823,2024-10-08,CUST-2304,SKU-004,Coffee Maker,Kitchen,East,Mobile App,Debit Card,5,2999.0,0.0,14995.0
TXN-00869,2024-12-10,CUST-3411,SKU-008,Protein Powder,Health,South,In-Store,PayPal,2,599.0,0.15,1018.26
TXN-00612,2024-01-03,CUST-2282,SKU-006,Sunglasses,Accessories,South,Mobile App,Bank Transfer,4,799.0,0.0,0.0
TXN-00376,2024-03-22,CUST-2355,SKU-009,Water Bottle,Sports,Online,Marketplace,Bank Transfer,2,349.0,0.1,45.0
TXN-00747,2024-01-26,CUST-3759,SKU-009,Water Bottle,Sports,WEST,Marketplace,Credit Card,2,349.0,0.0,698.0
TXN-00500,2024-03-14,CUST-3532,SKU-003,Yoga Mat,Sports,Online,Marketplace,Credit Card,3,649.0,0.05,0.0
TXN-00810,2024-09-23,CUST-2226,SKU-007,Smart Watch,Electronics,Online,In-Store,Credit Card,1,4499.0,0.2,3599.17
TXN-00495,2024-10-11,CUST-2627,SKU-002,Running Shoes,Footwear,Online,In-Store,Debit Card,1,1799.0,0.05,1709.05
TXN-00573,2024-11-04,CUST-3867,SKU-003,Yoga Mat,Sports,Online,In-Store,Debit Card,2,649.0,0.05,1233.1
TXN-00629,2024-03-01,CUST-3707,SKU-003,Yoga Mat,Sports,South,Marketplace,Debit Card,3,649.0,0.1,1752.3
TXN-00763,2024-04-05,CUST-1814,SKU-010,Laptop Stand,Electronics,Online,Marketplace,Credit Card,5,749.0,0.0,3745.0
TXN-00959,2024-10-10,CUST-3009,SKU-003,Yoga Mat,Sports,North,In-Store,Debit Card,4,649.0,0.0,2596.0
TXN-00164,2024-05-01,CUST-3411,SKU-003,Yoga Mat,Sports,East,Website,PayPal,1,649.0,0.0,649.0
TXN-00229,2024-06-22,CUST-4332,SKU-001,Wireless Earbuds,Electronics,South,Marketplace,Bank Transfer,3,1299.0,0.1,3507.26
TXN-00524,2024-05-30,CUST-2899,SKU-006,Sunglasses,Accessories,North,Marketplace,Credit Card,3,799.0,0.1,2157.3
TXN-00787,2024-07-04,CUST-1349,SKU-002,Running Shoes,Footwear,Online,Marketplace,PayPal,4,1799.0,0.15,6116.6
TXN-00213,2024-12-12,CUST-3947,SKU-001,Wireless Earbuds,Electronics,South,Marketplace,Debit Card,4,1299.0,0.0,5196.0
TXN-00826,2024-07-19,CUST-1733,SKU-001,Wireless Earbuds,Electronics,Online,Marketplace,Debit Card,1,1299.0,0.05,1234.04
TXN-00080,2024-08-24,CUST-1744,SKU-002,Running Shoes,Footwear,North,In-Store,Bank Transfer,4,1799.0,0.0,7196.0
TXN-00149,2024-03-25,CUST-2052,SKU-009,Water Bottle,Sports,West,In-Store,Debit Card,5,349.0,0.0,1745.0
TXN-00303,2024-10-07,CUST-4698,SKU-010,Laptop Stand,Electronics,ONLINE,Mobile App,PayPal,1,749.0,0.0,749.0
TXN-00449,2024-03-30,CUST-1127,SKU-005,Backpack,Accessories,West,Marketplace,PayPal,3,1099.0,0.2,2637.6
TXN-00502,2024-06-04,CUST-2273,SKU-001,Wireless Earbuds,Electronics,East,Marketplace,Credit Card,3,1299.0,0.2,3117.66
TXN-00549,2024-02-17,CUST-2526,SKU-008,Protein Powder,Health,Est,Mobile App,Credit Card,5,599.0,0.0,2995.0
TXN-00842,2024-11-09,CUST-3090,SKU-002,Running Shoes,Footwear,West,Mobile App,Debit Card,5,1799.0,0.0,8995.0
TXN-00044,2024-10-05,CUST-3881,SKU-005,Backpack,Accessories,East,Website,Debit Card,2,1099.0,0.05,2088.1
TXN-00494,2024-08-10,CUST-1827,SKU-007,Smart Watch,Electronics,South,In-Store,Debit Card,1,4499.0,0.15,3824.13
TXN-00134,2024-08-21,CUST-1062,SKU-008,Protein Powder,Health,South,Marketplace,PayPal,1,599.0,0.1,539.09
TXN-00595,2024/11/18,CUST-4168,SKU-002,Running Shoes,Footwear,South,Marketplace,Credit Card,2,1799.0,0.15,3058.3
TXN-00312,2024-12-10,CUST-3945,SKU-001,Wireless Earbuds,Electronics,Online,Marketplace,Bank Transfer,3,1299.0,0.05,3702.13
TXN-00508,2024-11-21,,SKU-008,Protein Powder,Health,North,Website,PayPal,5,599.0,0.05,2845.21
TXN-00656,2024-07-21,CUST-2660,SKU-007,Smart Watch,Electronics,Online,Mobile App,Credit Card,3,4499.0,0.15,11472.38
TXN-00517,2024-06-21,CUST-2132,SKU-002,Running Shoes,Footwear,East,In-Store,Debit Card,4,1799.0,0.0,7196.0
TXN-00850,2024-08-05,CUST-3476,SKU-006,Sunglasses,Accessories,North,Marketplace,PayPal,2,799.0,0.0,1598.0
TXN-00812,2024-07-11,CUST-3566,SKU-005,Backpack,Accessories,Online,Mobile App,Bank Transfer,1,1099.0,0.0,1099.0
TXN-00001,2024-05-20,CUST-2003,SKU-002,Running Shoes,Footwear,South,Mobile App,Credit Card,1,1799.0,0.15,1529.15
TXN-00783,2024/05/30,CUST-3511,SKU-008,Protein Powder,Health,North,Mobile App,Bank Transfer,2,599.0,0.05,1138.09
TXN-00383,2024-06-05,CUST-1479,SKU-006,Sunglasses,Accessories,South,In-Store,,1,799.0,0.0,799.0
TXN-00317,2024-10-22,CUST-3449,SKU-004,Coffee Maker,Kitchen,East,Mobile App,Debit Card,5,2999.0,0.0,14995.0
TXN-00762,2024-07-13,CUST-3082,SKU-005,Backpack,Accessories,North,In-Store,Bank Transfer,4,1099.0,0.0,4396.0
TXN-00592,2024-02-28,CUST-2580,SKU-006,Sunglasses,Accessories,East,In-Store,Credit Card,4,799.0,0.2,2556.8
TXN-00409,2024-04-27,CUST-2569,SKU-003,Yoga Mat,Sports,North,Website,Credit Card,4,649.0,0.0,2596.0
TXN-00942,2024-02-29,CUST-1168,SKU-003,Yoga Mat,Sports,East,Mobile App,Bank Transfer,2,649.0,0.0,1298.0
TXN-00399,2024-02-08,CUST-3595,SKU-007,Smart Watch,Electronics,Nrth,Marketplace,Debit Card,4,4499.0,0.05,17096.17
TXN-00751,2024-10-19,CUST-1803,SKU-008,Protein Powder,Health,Online,Mobile App,PayPal,4,599.0,0.15,2036.66
TXN-00173,19/03/2024,CUST-3813,SKU-006,Sunglasses,Accessories,West,Website,Credit Card,3,799.0,0.0,2397.0
